time,ax,ay,az,aT
2.5490,1.0803,-2.5029,-14.4075,14.663
2.5530,1.2173,-3.0494,-12.6073,13.028
2.5560,0.9847,-3.1360,-10.0473,10.571
2.5600,0.6123,-2.9561,-7.8974,8.455
2.5650,0.1332,-2.6819,-6.2922,6.841
2.5700,-0.2014,-2.6018,-5.0930,5.723
2.5740,-0.7628,-2.5401,-4.4464,5.177
2.5800,-1.2300,-2.4881,-4.0002,4.869
2.5840,-1.6469,-2.5151,-3.4155,4.550
2.5890,-2.0591,-2.4997,-2.6718,4.198
2.5940,-2.4029,-2.5920,-2.0828,4.102
2.6010,-2.6410,-2.8538,-1.6264,4.215
2.6040,-2.7406,-3.1415,-1.2121,4.342
2.6080,-2.7899,-3.3521,-0.8787,4.449
2.6230,-2.8833,-3.4646,-0.5316,4.539
2.6260,-3.0038,-3.4815,-0.0401,4.598
2.6270,-2.9905,-3.5203,0.4243,4.638
2.6290,-2.8601,-3.6266,0.7874,4.685
2.6880,-2.6126,-3.7764,1.0468,4.710
2.6890,-2.1288,-3.8364,1.3130,4.580
2.6890,-1.4959,-3.8761,1.5178,4.423
2.6900,-0.8271,-3.9200,1.7272,4.363
2.6900,-0.1331,-3.9372,2.0477,4.440
2.6910,0.6732,-4.0046,2.4855,4.761
2.6910,1.6144,-4.1893,2.9499,5.372
2.6920,2.5265,-4.3242,3.4656,6.090
2.6920,3.2192,-4.3787,4.0275,6.764
2.6930,3.9527,-4.3717,4.6708,7.520
2.6930,4.6019,-4.3248,5.4121,8.317
2.6940,5.0520,-4.1014,6.3383,9.084
2.6940,5.5260,-3.9331,7.2278,9.912
2.6950,5.7920,-3.6186,7.6946,10.288
2.6990,5.7793,-3.1122,7.8584,10.239
2.7030,5.7129,-2.5690,7.9286,10.104
2.7080,5.3711,-1.8623,7.6538,9.534
2.7120,4.8527,-0.9438,6.7372,8.356
2.7180,4.3804,-0.0241,5.5674,7.084
2.7220,3.8821,0.8611,4.4031,5.933
2.7280,3.3403,1.6258,3.6137,5.183
2.7550,2.8672,2.2553,3.1694,4.832
2.7560,2.3976,2.7212,2.4601,4.382
2.7560,1.9188,2.8772,0.7248,3.533
2.7570,0.9740,2.3907,-4.9163,5.553
2.7570,-0.3135,1.7192,-8.4754,8.654
2.7580,-1.1214,1.2076,-7.2442,7.429
2.7610,-1.2975,0.9297,-4.3622,4.645
2.7650,-1.2847,0.7588,-1.4330,2.069
2.7710,-1.0378,1.0278,0.8411,1.685
2.7750,-0.9525,1.3493,2.9584,3.388
2.7790,-0.9585,1.4675,4.5724,4.897
2.7850,-0.9251,1.5825,5.7651,6.049
2.7890,-1.0007,1.5959,6.3360,6.610
2.7930,-1.2226,1.6286,6.4814,6.794
2.7990,-1.4140,1.6209,6.2299,6.591
2.8040,-1.6444,1.4881,5.7074,6.123
2.8080,-2.1179,1.3598,5.1440,5.727
2.8120,-2.5239,1.1077,4.7049,5.453
2.8370,-2.8453,0.9637,4.3864,5.316
2.8370,-2.9845,0.8060,4.1545,5.179
2.8370,-3.0043,0.6912,4.0711,5.107
2.8380,-2.8054,0.6024,4.2003,5.087
2.8380,-2.6562,0.6548,4.5959,5.348
2.8410,-2.4757,0.7907,5.0813,5.707
2.8450,-2.1685,1.0240,5.5594,6.055
2.8510,-1.7512,1.3521,6.0980,6.487
2.8560,-1.2359,1.7547,6.6296,6.968
2.8610,-0.8039,2.2479,7.0699,7.462
2.8650,-0.4575,2.7352,7.4108,7.913
2.8700,-0.2441,3.2183,7.6015,8.258
2.8740,-0.2269,3.6735,7.6745,8.511
2.8810,-0.5270,4.0814,7.6164,8.657
2.8840,-0.6091,4.5437,7.5137,8.802
2.8890,-0.8795,4.8431,7.2686,8.778
2.8920,-1.1694,5.1716,6.8863,8.691
2.9020,-1.3779,5.4175,6.4958,8.570
2.9550,-1.4258,5.5881,6.0782,8.379
2.9560,-1.3581,5.7123,5.6633,8.158
2.9570,-1.1606,5.6726,5.2613,7.823
2.9570,-0.8454,5.3756,4.8060,7.260
2.9570,-0.4852,4.8426,4.2690,6.474
2.9580,-0.1675,4.2235,3.5330,5.509
2.9580,0.0659,3.5753,2.4255,4.321
2.9580,0.3333,2.8857,0.8981,3.041
2.9590,0.5897,2.2136,-0.9515,2.481
2.9590,0.8982,1.5155,-2.9422,3.429
2.9590,1.2812,0.7975,-4.9110,5.138
2.9600,1.6993,0.0873,-6.7188,6.931
2.9600,2.0106,-0.5181,-8.0545,8.318
2.9640,2.0520,-0.8567,-8.5889,8.872
2.9690,1.7492,-1.0022,-8.7150,8.945
2.9740,1.2152,-0.9892,-8.2307,8.378
2.9790,0.6041,-0.8688,-7.2275,7.305
2.9830,0.0409,-0.6107,-6.1768,6.207
2.9880,-0.3931,-0.3330,-4.9592,4.986
2.9920,-0.6309,-0.0989,-3.7345,3.789
3.0190,-0.8156,0.1043,-2.7317,2.853
3.0200,-0.8932,0.2603,-1.9305,2.143
3.0200,-0.7692,0.2591,-1.5119,1.716
3.0200,-0.5614,0.2553,-1.5125,1.633
3.0200,-0.2468,0.1955,-1.6301,1.660
3.0210,0.1803,0.1182,-1.6678,1.682
3.0270,0.6304,0.0653,-1.6556,1.773
3.0310,1.0501,0.0305,-1.5545,1.876
3.0360,1.4154,0.0350,-1.4281,2.011
3.0420,1.6758,0.0348,-1.2817,2.110
3.0450,1.7306,0.1041,-1.0799,2.042
3.0500,1.6132,0.2718,-0.9553,1.894
3.0550,1.3999,0.5071,-0.9905,1.788
3.0590,1.1573,0.6860,-1.2902,1.864
3.0640,0.9272,0.8541,-1.8085,2.204
3.0690,0.6730,0.9735,-2.5384,2.801
3.0740,0.3667,1.0894,-3.3625,3.554
3.0790,0.0290,1.1782,-3.9197,4.093
3.0950,-0.2920,1.1545,-4.1805,4.347
3.0980,-0.4195,0.9993,-4.1026,4.243
3.1000,-0.2334,0.6061,-3.3912,3.453
3.1020,0.3044,0.0090,-2.1500,2.171
3.1110,1.1440,-0.7674,-0.5457,1.482
3.1120,2.1467,-1.5051,1.3823,2.964
3.1140,3.1913,-2.2543,3.5012,5.246
3.1520,4.0325,-2.8572,5.3670,7.296
3.1530,4.8728,-3.5391,6.8164,9.096
3.1530,5.9235,-4.3167,7.9911,10.843
3.1530,6.7685,-4.8996,8.7217,12.078
3.1540,7.4485,-5.2791,8.9732,12.801
3.1540,7.8942,-5.4752,8.7508,12.995
3.1540,8.1121,-5.5224,8.1985,12.787
3.1550,7.2754,-4.8139,7.1619,11.287
3.1550,5.6944,-3.4006,5.8741,8.860
3.1580,4.3106,-1.9176,4.5178,6.532
3.1630,2.9739,-0.5278,2.8340,4.142
3.1700,1.8020,0.6997,1.6901,2.568
3.1730,1.0176,1.5954,1.5873,2.470
3.1770,0.5418,2.2071,1.7886,2.892
3.1830,0.1758,2.6426,1.9089,3.265
3.1880,-0.1242,2.9779,1.9183,3.544
3.1920,-0.3414,3.1727,1.8274,3.677
3.1980,-0.5257,3.2128,1.6271,3.639
3.2270,-0.6677,3.1818,1.4571,3.563
3.2280,-0.7907,3.0325,1.2719,3.382
3.2290,-0.8828,2.8534,1.0433,3.164
3.2290,-0.8407,2.6112,0.8716,2.878
3.2290,-0.7579,2.2941,0.7666,2.535
3.2300,-0.7012,1.9118,0.6853,2.149
3.2300,-0.6156,1.4189,0.6543,1.679
3.2360,-0.4913,0.9254,0.7410,1.283
3.2400,-0.3833,0.4626,0.8524,1.043
3.2450,-0.2984,-0.0055,1.0821,1.123
3.2490,-0.1979,-0.4380,1.2127,1.304
3.2540,-0.1055,-0.8804,1.3163,1.587
3.2590,0.0147,-1.2608,1.4458,1.918
3.2630,0.0122,-1.5435,1.5939,2.219
3.2690,-0.0652,-1.7956,1.7033,2.476
3.2730,-0.1553,-1.9072,1.7645,2.603
3.2780,-0.2460,-1.9429,1.8251,2.677
3.2830,-0.3595,-1.8768,1.8873,2.686
3.2880,-0.5128,-1.7522,1.8790,2.620
3.2920,-0.6919,-1.5717,1.8573,2.529
3.3100,-0.9903,-1.2374,1.8552,2.440
3.3110,-1.2690,-0.8664,1.8553,2.409
3.3120,-1.5400,-0.4396,1.8143,2.420
3.3120,-1.8052,0.0121,1.8322,2.572
3.3580,-2.1026,0.4244,1.8465,2.830
3.3580,-2.3364,0.8309,1.8069,3.068
3.3590,-2.5633,1.1722,1.7876,3.338
3.3590,-2.7570,1.4365,1.8931,3.640
3.3590,-2.9149,1.6313,2.0466,3.918
3.3590,-3.1275,1.8264,2.1739,4.224
3.3600,-3.2553,1.9788,2.3298,4.465
3.3600,-3.3004,2.0509,2.6147,4.683
3.3610,-3.4538,2.1815,2.7747,4.938
3.3610,-3.4613,2.1606,2.8221,4.961
3.3630,-3.3255,1.9503,2.7779,4.752
3.3720,-3.1376,1.6654,2.7187,4.473
3.3730,-2.9698,1.4085,2.5528,4.162
3.3770,-2.8800,1.1652,2.3250,3.880
3.3830,-2.8015,0.9423,2.2000,3.685
3.3870,-2.6984,0.7685,2.1030,3.506
3.3920,-2.6236,0.5934,2.0199,3.364
3.3960,-2.6151,0.4408,1.9643,3.300
3.4200,-2.5223,0.2891,1.9249,3.186
3.4200,-2.3571,0.1167,1.8963,3.027
3.4210,-2.1319,-0.0765,1.8471,2.822
3.4210,-2.0212,-0.1379,1.7876,2.702
3.4210,-1.9485,-0.1133,1.7268,2.606
3.4240,-1.8776,-0.0338,1.6947,2.530
3.4310,-1.7367,0.0287,1.6936,2.426
3.4350,-1.5663,0.0214,1.6683,2.288
3.4390,-1.4695,0.1068,1.6208,2.190
3.4440,-1.3744,0.1077,1.5008,2.038
3.4500,-1.2522,0.0527,1.3533,1.845
3.4540,-1.1224,-0.0604,1.2235,1.661
3.4580,-1.0257,-0.2464,1.1013,1.525
3.4620,-0.9100,-0.4119,0.9771,1.397
3.4690,-0.7633,-0.5165,0.7982,1.219
3.4730,-0.6912,-0.6128,0.5712,1.086
3.4770,-0.6744,-0.7080,0.4052,1.058
3.4840,-0.7154,-0.7926,0.2138,1.089
3.4870,-0.8308,-0.8184,0.0535,1.167
3.4900,-0.9558,-0.8643,-0.1336,1.296
3.4950,-0.9924,-0.9659,-0.2716,1.411
3.5000,-0.9744,-1.1925,-0.5044,1.620
3.5040,-0.9163,-1.3885,-0.7114,1.809
3.5090,-0.9403,-1.5971,-0.9343,2.075
3.5130,-0.9721,-1.7533,-1.1335,2.303
3.5210,-0.9830,-1.8908,-1.3095,2.501
3.5240,-0.9088,-2.0121,-1.4752,2.655
3.5280,-0.8452,-2.1767,-1.7491,2.917
3.5790,-0.8879,-2.3203,-2.3262,3.403
3.5800,-0.9646,-2.5122,-3.0785,4.089
3.5800,-1.0176,-2.7027,-3.8184,4.787
3.5810,-1.0320,-2.9733,-4.8665,5.796
3.5810,-1.2197,-3.2317,-7.4325,8.196
3.5810,-1.3126,-3.6970,-11.8284,12.462
3.5810,-1.5929,-3.9568,-13.6534,14.304
3.5820,-1.9975,-3.7661,-13.2123,13.883
3.5820,-2.4169,-3.5941,-12.0128,12.770
3.5820,-2.6538,-3.5655,-11.2400,12.087
3.5830,-2.6349,-3.7847,-11.0076,11.935
3.5850,-2.6272,-4.0342,-12.6711,13.555
3.5900,-2.2526,-4.6454,-16.9805,17.748
3.5950,-1.5313,-5.5414,-19.4937,20.324
3.6000,-0.5111,-6.1970,-15.7292,16.914
3.6040,-0.0002,-6.2928,-10.0272,11.838
3.6090,0.1118,-5.8969,-5.5226,8.080
3.6140,0.0561,-5.5084,-2.5727,6.080
3.6200,-0.1660,-5.1467,-0.9634,5.239
3.6240,-0.6268,-4.8190,-0.4377,4.879
3.6280,-1.0589,-4.4998,-0.7718,4.687
3.6460,-1.3594,-4.2504,-1.8450,4.829
3.6470,-1.5378,-4.2713,-3.1219,5.510
3.6470,-1.7375,-4.4279,-3.9135,6.160
3.6490,-1.9340,-4.6716,-3.7530,6.297
3.6510,-2.0329,-4.7608,-3.2400,6.107
3.6560,-1.9263,-4.9382,-3.0380,6.109
3.6600,-2.0408,-4.9333,-2.9229,6.087
3.6660,-1.9919,-5.1060,-3.0444,6.270
3.6700,-1.8156,-5.1331,-3.3038,6.369
3.6750,-1.5029,-5.1221,-3.7137,6.503
3.6790,-1.2239,-4.8701,-3.8554,6.331
3.6840,-1.4137,-4.3186,-3.4966,5.734
3.6900,-1.6880,-3.7476,-2.5302,4.827
3.6950,-1.8206,-3.2892,-1.1794,3.940
3.7090,-1.7655,-2.9268,-0.0346,3.418
3.7120,-1.2958,-2.7014,0.8721,3.120
3.7130,-0.7600,-2.5377,1.5464,3.067
3.7610,-0.1758,-2.5219,2.0058,3.227
3.7610,0.5677,-2.6451,2.3903,3.610
3.7620,1.4100,-2.8788,2.7443,4.220
3.7620,2.2872,-3.1515,3.1196,4.990
3.7630,3.1771,-3.4992,3.4261,5.837
3.7630,4.0073,-3.8118,3.4901,6.540
3.7640,4.7646,-4.1257,3.6795,7.298
3.7640,5.5156,-4.4167,4.1992,8.220
3.7650,6.1206,-4.5582,4.7789,9.004
3.7650,6.5824,-4.5002,5.4064,9.634
3.7650,6.8125,-4.1851,6.0845,10.047
3.7660,6.9437,-3.7847,6.7808,10.417
3.7710,6.9101,-3.2436,7.1785,10.479
3.7750,6.7029,-2.4777,7.2903,10.209
3.7800,6.5074,-1.5657,7.1443,9.790
3.7850,6.0487,-0.5333,6.3393,8.778
3.7900,5.2221,0.5739,5.5435,7.637
3.7940,4.3867,1.4956,4.7742,6.654
3.7980,3.5500,2.1967,3.7219,5.593
3.8060,2.8260,2.5481,1.1930,3.988
3.8080,1.9537,2.8055,-1.9696,3.946
3.8130,1.0345,2.8171,-3.6487,4.724
3.8560,0.2216,2.7453,-3.9094,4.782
3.8560,0.0258,2.4794,-2.6694,3.643
3.8570,0.0765,2.1839,-0.8975,2.362
3.8570,0.0405,2.0884,0.7509,2.220
3.8580,-0.3749,2.1251,2.0332,2.965
3.8580,-0.6812,2.2228,2.8728,3.696
3.8580,-1.3024,2.3071,3.4590,4.357
3.8590,-1.6363,2.6557,4.0994,5.151
3.8590,-2.1260,2.9824,4.8267,6.059
3.8600,-2.5961,3.1297,5.1339,6.549
3.8650,-2.9688,3.1971,5.2490,6.825
3.8700,-3.2467,3.1654,5.3757,7.033
3.8750,-3.6128,3.0499,5.4363,7.205
3.8800,-3.9087,2.8129,5.4210,7.251
3.8850,-4.3110,2.5432,5.3345,7.315
3.8890,-4.5678,2.2113,5.2938,7.333
3.8940,-4.4957,1.8892,5.1807,7.115
3.9000,-4.3878,1.5134,5.0562,6.864
3.9200,-4.1357,1.1387,5.0795,6.648
3.9260,-3.7055,0.8302,5.1116,6.368
3.9280,-3.2259,0.6074,5.2669,6.206
3.9290,-2.7517,0.4482,5.5109,6.176
3.9290,-2.2534,0.4461,5.8319,6.268
3.9300,-1.7056,0.4811,6.2396,6.486
3.9310,-1.0798,0.5842,6.6096,6.723
3.9670,-0.4814,0.7928,6.8525,6.915
3.9680,0.0419,1.0799,7.0537,7.136
3.9680,0.4315,1.4711,7.2774,7.437
3.9680,0.6072,1.9655,7.4517,7.730
3.9690,0.6478,2.5058,7.4570,7.893
3.9690,0.5377,3.0653,7.3166,7.951
3.9690,0.3461,3.6610,7.0565,7.957
3.9690,0.0647,4.2359,6.7617,7.979
3.9740,-0.2332,4.7687,6.4595,8.032
3.9800,-0.5174,5.2124,6.1558,8.083
3.9840,-0.7679,5.5507,5.8080,8.070
3.9890,-0.9147,5.6861,5.4549,7.932
3.9930,-0.8836,5.6239,5.0509,7.611
3.9990,-0.7041,5.2899,4.5911,7.040
4.0030,-0.4397,4.7009,3.9912,6.182
4.0080,-0.2161,4.0645,3.1261,5.132
4.0130,-0.0355,3.3730,1.9136,3.878
4.0570,0.0788,2.6881,0.4912,2.734
4.0580,0.1867,1.9496,-1.2866,2.343
4.0580,0.2427,1.1908,-3.0945,3.325
4.0580,0.3425,0.4043,-4.9300,4.958
4.0590,0.4288,-0.3700,-6.8333,6.857
4.0590,0.6149,-1.1632,-8.7222,8.821
4.0600,0.8114,-1.9285,-10.5340,10.740
4.0600,0.9563,-2.5706,-11.7022,12.019
4.0600,0.9706,-2.9303,-12.1323,12.519
4.0610,0.8414,-3.0269,-11.8210,12.231
4.0650,0.6656,-2.9319,-11.0001,11.404
4.0700,0.3377,-2.6180,-9.7788,10.129
4.0750,0.2914,-2.4949,-8.4116,8.779
4.0780,0.2186,-2.4348,-7.1897,7.594
4.0830,0.2443,-2.3652,-6.3712,6.800
4.0880,0.4580,-2.3965,-5.7792,6.273
4.0920,0.8188,-2.3500,-5.2223,5.785
4.0970,1.3668,-2.2523,-4.3378,5.075
4.1020,1.9873,-2.1684,-3.1861,4.336
4.1070,2.5784,-1.8572,-2.0304,3.771
4.1120,2.8451,-1.2427,-1.0814,3.288
4.1260,2.8410,-0.4565,-0.3175,2.895
4.1280,2.5151,0.3892,0.2601,2.558
4.1300,2.0266,1.2011,0.5629,2.422
4.1310,1.4175,2.0228,0.4390,2.509
4.1890,0.7195,2.8207,0.0119,2.911
4.1900,-0.2270,3.5116,-0.4198,3.544
4.1900,-1.4022,4.1193,-0.7764,4.420
4.1900,-2.2724,4.4796,-1.2494,5.176
4.1910,-2.6542,4.4519,-1.5818,5.419
4.1910,-2.4191,3.9812,-1.2053,4.812
4.1910,-1.6539,3.1083,0.0930,3.522
4.1910,-0.4414,2.0290,2.3013,3.100
4.1920,1.0637,0.5954,4.7804,4.933
4.1920,2.6580,-0.8152,6.7552,7.305
4.1920,4.1519,-2.1410,7.8404,9.127
4.1920,5.3888,-3.3467,8.2270,10.389
4.1930,6.6757,-4.6124,8.4741,11.732
4.1970,7.8119,-5.7735,8.4860,12.898
4.2020,8.6471,-6.4672,8.4008,13.681
4.2060,9.4573,-7.1332,8.4031,14.524
4.2120,9.6318,-7.0852,8.1656,14.479
4.2160,9.1155,-6.2898,7.6841,13.480
4.2210,7.5387,-4.5981,6.7667,11.125
4.2250,5.9129,-3.0139,5.7760,8.798
4.2310,4.7680,-1.7688,4.8889,7.054
4.2550,3.8079,-0.7446,4.0822,5.632
4.2550,2.8811,0.2323,3.4193,4.477
4.2560,2.1651,1.1275,2.8752,3.772
4.2560,1.5118,1.8113,2.4380,3.393
4.2560,0.9568,2.2790,2.0638,3.220
4.2600,0.5854,2.5405,1.7242,3.126
4.2660,0.3785,2.6173,1.4309,3.007
4.2700,0.2142,2.5459,1.1650,2.808
4.2740,0.0141,2.4460,0.9414,2.621
4.2780,-0.3378,2.4136,0.8034,2.566
4.2820,-0.6772,2.4015,0.7210,2.597
4.2870,-0.9720,2.2787,0.7013,2.575
4.2910,-1.2137,2.1246,0.7380,2.556
4.2960,-1.2584,1.7485,0.8335,2.310
4.3030,-1.3449,1.4232,0.7780,2.107
4.3060,-1.1863,0.9932,0.8112,1.747
4.3110,-1.0870,0.5589,0.7754,1.447
4.3150,-0.9588,0.1008,0.7688,1.233
4.3400,-0.6399,-0.5056,0.8489,1.177
4.3410,-0.5256,-0.9091,0.9701,1.430
4.3410,-0.5708,-1.1557,1.0369,1.654
4.3410,-0.6635,-1.4059,1.0300,1.865
4.3420,-0.8754,-1.5116,0.9942,2.010
4.3450,-1.0733,-1.6474,1.0530,2.230
4.3500,-1.1642,-1.6773,1.1695,2.353
4.3550,-1.2371,-1.5559,1.3258,2.389
4.3590,-1.4640,-1.3526,1.5116,2.502
4.3690,-1.7174,-1.1174,1.6546,2.634
4.3700,-1.9109,-0.7495,1.8472,2.761
4.3750,-2.0917,-0.3302,2.0486,2.946
4.3780,-2.2596,0.1694,2.2560,3.198
4.3830,-2.3543,0.6873,2.5101,3.509
4.3880,-2.5165,1.2332,2.8560,4.001
4.3930,-2.7193,1.6974,3.1406,4.488
4.3980,-2.8349,2.0278,3.3860,4.859
4.4030,-2.9325,2.2393,3.4298,5.038
4.4110,-3.1234,2.3896,3.2011,5.071
4.4120,-3.2784,2.4598,2.9463,5.048
4.4150,-3.3056,2.4409,2.8976,5.028
4.4580,-3.1908,2.4002,2.9016,4.936
4.4580,-3.0774,2.2803,2.9150,4.813
4.4590,-2.8339,2.0956,2.8953,4.561
4.4590,-2.6452,1.9559,2.9420,4.413
4.4590,-2.4445,1.8251,2.9048,4.212
4.4600,-2.2779,1.6072,2.7303,3.902
4.4600,-2.0408,1.3617,2.5992,3.574
4.4610,-1.8988,1.0763,2.4020,3.246
4.4610,-1.8332,0.7986,2.2739,3.028
4.4630,-1.7960,0.5761,2.1466,2.858
4.4690,-1.7922,0.3896,2.0955,2.785
4.4750,-1.7305,0.2270,2.0671,2.705
4.4780,-1.7066,0.0882,2.0225,2.648
4.4830,-1.6222,-0.0651,1.9555,2.542
4.4900,-1.5180,-0.2090,1.8694,2.417
4.4920,-1.3896,-0.3582,1.7969,2.300
4.4960,-1.3303,-0.4960,1.7415,2.247
4.5040,-1.2657,-0.5914,1.6236,2.142
4.5100,-1.1959,-0.7019,1.4903,2.036
4.5120,-1.1136,-0.8084,1.3079,1.898
4.5150,-0.9666,-0.8895,1.1839,1.768
4.5470,-0.8866,-0.9908,1.0266,1.680
4.5470,-0.8162,-1.0861,0.8829,1.620
4.5470,-0.7439,-1.1755,0.6805,1.549
4.5480,-0.6911,-1.2613,0.5289,1.532
4.5480,-0.6747,-1.3819,0.3944,1.588
4.5480,-0.6755,-1.4462,0.2618,1.618
4.5480,-0.7580,-1.5046,0.1923,1.696
4.5550,-0.8502,-1.5688,0.1419,1.790
4.5570,-0.8541,-1.6314,0.1143,1.845
4.5620,-0.8823,-1.7713,-0.0230,1.979
4.5670,-0.9302,-1.9503,-0.1295,2.165
4.5720,-0.9334,-2.2737,-0.3325,2.480
4.5760,-0.8709,-2.6600,-0.5880,2.860
4.5810,-0.7648,-3.1120,-0.7850,3.299
4.5860,-0.7498,-3.5296,-1.0637,3.762
4.5910,-0.8385,-3.9303,-1.4921,4.287
4.5950,-1.0595,-4.3186,-2.3153,5.013
4.6000,-1.4005,-4.8121,-4.7969,6.937
4.6120,-1.9577,-5.7308,-15.2064,16.368
4.6140,-2.4663,-6.0322,-20.8606,21.855
4.6170,-3.1473,-5.5185,-19.9779,20.964
4.6820,-3.7460,-5.0595,-18.3802,19.428
4.6830,-4.2870,-4.8652,-18.0950,19.222
4.6840,-4.7715,-4.9848,-21.3131,22.402
4.6840,-3.6373,-5.7711,-25.9323,26.815
4.6850,-1.4838,-6.8838,-20.2132,21.405
4.6850,-0.5515,-7.2151,-12.0373,14.045
4.6860,-0.5216,-6.8003,-6.0294,9.103
4.6860,-1.0857,-6.2620,-2.4134,6.798
4.6870,-2.0987,-5.6252,-0.7352,6.049
4.6870,-2.7943,-4.7510,-0.0964,5.513
4.6870,-3.1168,-3.8297,0.0664,4.938
4.6880,-3.3429,-2.9593,-0.2955,4.474
4.6880,-3.3141,-2.2533,-1.0722,4.148
4.6880,-2.8636,-1.8341,-2.1453,4.021
4.6890,-2.2188,-1.7004,-2.8969,4.026
4.6900,-1.5079,-1.8824,-3.1537,3.970
4.6940,-1.0733,-2.2820,-2.9510,3.882
4.7000,-1.0055,-2.5332,-3.0842,4.116
4.7040,-1.0921,-2.5647,-3.4575,4.441
4.7100,-1.2279,-2.5401,-4.1054,4.981
4.7140,-1.2257,-2.7131,-5.1800,5.975
4.7210,-0.6744,-2.9693,-6.6195,7.286
4.7240,0.3757,-3.2407,-8.2962,8.915
4.7290,1.1513,-3.3207,-8.8655,9.537
4.7340,0.9316,-3.1906,-7.5625,8.261
4.7770,-0.0556,-3.0637,-5.1922,6.029
4.7780,-0.8946,-3.0439,-2.9689,4.345
4.7780,-1.3287,-3.1629,-1.1190,3.609
4.7790,-1.2894,-3.4093,0.2478,3.653
4.7790,-1.0110,-3.6844,0.9193,3.930
4.7800,-0.4393,-3.9670,1.1469,4.153
4.7810,0.2904,-4.3014,1.3981,4.532
4.7810,0.9993,-4.6288,1.6675,5.020
4.7820,1.7202,-4.9016,1.9205,5.538
4.7820,2.4054,-5.2069,2.1585,6.128
4.7850,3.1521,-5.5350,2.4023,6.808
4.7910,3.7912,-5.8744,2.7758,7.522
4.7970,4.4726,-6.2395,3.1876,8.312
4.8010,5.1106,-6.4300,3.7473,9.028
4.8090,5.7958,-6.5747,4.4198,9.816
4.8100,6.4081,-6.6785,5.0675,10.552
4.8140,6.8043,-6.5474,5.8441,11.105
4.8440,7.2555,-6.2146,7.2820,12.012
4.8450,7.4945,-5.7036,8.4202,12.633
4.8450,7.6160,-5.0593,9.2216,12.986
4.8460,7.6328,-4.3099,9.4412,12.883
4.8460,7.4526,-3.5005,9.1160,12.284
4.8460,7.1983,-2.4226,8.5950,11.470
4.8490,6.5932,-1.1431,7.3390,9.932
4.8530,5.9153,0.0441,5.8498,8.319
4.8580,5.1547,1.1752,4.6973,7.072
4.8620,4.5860,2.0518,3.7958,6.297
4.8660,4.0099,2.7503,3.1816,5.811
4.8720,3.2991,3.3259,2.7464,5.430
4.8760,2.6446,3.7975,2.2074,5.127
4.8810,1.9117,4.1435,1.5285,4.812
4.8860,1.3123,4.3872,0.4414,4.600
4.8920,0.3476,4.3226,-2.9127,5.224
4.8970,-1.1394,3.9054,-5.9786,7.232
4.9000,-1.9625,3.4455,-5.2151,6.551
4.9050,-1.7214,3.1605,-2.3747,4.312
4.9110,-1.2649,3.1865,-0.0212,3.428
4.9170,-1.0375,3.2224,1.7510,3.811
4.9300,-1.0199,3.3872,3.0626,4.679
4.9330,-1.2009,3.5096,4.0963,5.526
4.9360,-1.1709,3.5876,5.0270,6.286
4.9360,-1.3554,3.7165,5.6299,6.881
4.9770,-1.5645,3.8354,6.0206,7.308
4.9780,-1.9726,3.9464,6.3665,7.746
4.9780,-2.3340,4.0276,6.4883,7.985
4.9780,-2.8701,4.0200,6.4740,8.143
4.9790,-3.3460,3.9151,6.3967,8.212
4.9790,-3.8751,3.6413,6.3204,8.260
4.9790,-4.0963,3.3571,6.2375,8.183
4.9800,-4.1172,3.0405,6.1764,8.021
4.9800,-4.1282,2.6556,6.1771,7.890
4.9800,-3.8909,2.2227,6.2640,7.702
4.9850,-3.6267,1.7847,6.4461,7.609
4.9890,-3.2124,1.4058,6.7302,7.589
4.9940,-2.8064,1.1435,7.1037,7.723
4.9990,-2.4524,0.9756,7.5052,7.956
5.0060,-2.0256,0.8994,7.9063,8.211
5.0080,-1.5762,1.0123,8.2296,8.440
5.0130,-1.1732,1.4306,8.4381,8.638
5.0170,-1.1304,2.1078,8.4127,8.746
5.0410,-1.3030,2.8593,8.1102,8.698
5.0420,-1.5717,3.4962,7.6837,8.587
5.0420,-1.7756,4.0234,7.2635,8.491
5.0420,-1.8728,4.3908,6.8701,8.366
5.0420,-1.8942,4.5677,6.4417,8.121
5.0460,-1.8083,4.5902,6.0624,7.816
5.0520,-1.6273,4.4201,5.6585,7.362
5.0580,-1.3921,4.1196,5.2109,6.787
5.0630,-1.1584,3.6837,4.7314,6.107
5.0660,-0.9623,3.0935,4.0855,5.214
5.0710,-0.7259,2.4084,3.2209,4.087
5.0760,-0.4832,1.6281,1.8913,2.542
5.0810,-0.1875,0.7499,-0.1564,0.789
5.0840,0.1779,-0.2183,-3.0235,3.037
5.0890,0.6989,-1.3541,-6.8188,6.987
5.0950,1.3300,-2.4499,-11.3039,11.642
5.0990,2.0648,-3.5969,-15.2618,15.815
5.1110,2.2921,-4.4129,-17.7242,18.409
5.1130,1.8678,-4.7244,-18.3998,19.088
5.1140,1.1217,-4.4061,-17.4806,18.062
5.1170,0.2416,-3.6537,-15.2261,15.660
5.1570,-0.4985,-2.8943,-12.3395,12.684
5.1570,-0.9753,-2.3377,-9.7231,10.048
5.1580,-0.9199,-2.2136,-7.5864,7.956
5.1580,-0.5960,-2.0429,-5.9474,6.317
5.1580,0.1100,-1.9193,-4.7528,5.127
